shona,luo
"Asi Isaka akamupindura kuti: “Ndamugadza kuti ave tenzi wako, uye ndamupa hama dzake dzese kuti dzive varanda vake, uye ndamupa zviyo newaini itsva. Chii chasara chandingakuitira nhai mwanangu?”","Isaka nodwoko Esau niya: “Asekete ruodhi kendo aseketo owetene duto mondo obed jotichne. Bende, aseguedhe gi cham gi divai. Koro wuoda, be nitie gima odong’ ma datimni?”"
"Isau akati kuna baba vake: “Munongova nechikomborero chimwe chete here, baba? Ndikomborerei neniwo baba!” Isau akabva atanga kuchema achiridza mhere.","To Esau nomedo penjo wuon-gi niya: “Wuora, a in mana gi gueth achiel kende? Asayi, guedha an bende!” Mi noyuak malit."
"Saka baba vake Isaka vakamupindura kuti: “Uchagara kure nevhu rakaorera repasi, uye kure nedova rekudenga kumusoro.",Isaka nodwoke niya: “Inidag e piny motwo kendo puotheni ok noyud tho moa e polo.
"Uchararama nebakatwa rako, uye uchashandira munin’ina wako. Asi paunoshaya zororo, chokwadi uchatyora joko rake pamutsipa wako.”",To liganglani e ma nomiyi chiemo kendo ibiro tiyo ne owadu. Kinde nobi ma inijog mi ia e bwo lochne.”
"Zvisinei, Isau akatanga kuvengera Jakobho chikomborero chaakanga apiwa nababa vake, uye aiti nechemumwoyo: “Mazuva ekuchema baba ari kuswedera. Kana vangofa ndiri kuda kuuraya munin’ina wangu Jakobho.”","Esau nomako sadha gi Jakobo nikech gueth ma ne wuon-gi oguedhego. Omiyo, nowacho e chunye niya: “Wuora koro chiegni tho, to ka aseyike, abiro nego Jakobo owadwa.”"
"Ribheka paakaudzwa mashoko aIsau mwanakomana wake mukuru, akabva atumira shoko kuti Jakobho mwanakomana wake mudiki auye, akati kwaari: “Inzwa! Isau mukoma wako ari kuda kukuuraya kuti atsive zvawakamuita.","To ka ne onyis Rebeka gima Esau ne chano timo, noluongo Jakobo mapiyo mowachone niya: “Wuoda, winji! Esau owadu dwaro negi mondo ochul kuor."
Saka chiita zvandiri kutaura mwanangu. Simuka utizire kuna Rabhani hanzvadzi yangu kuHarani.,"Omiyo, tim gima awachoni. Ikri mondo idhi Haran ir Laban owadwa."
"Chimbonogara naye kusvikira hasha dzemukoma wako dzaserera,",Idag kuno kuom kinde nyaka mirimb owadu rum.
kusvikira mukoma wako asisina kukutsamwira uye akanganwa zvawakamuitira. Ndichazotumira shoko kuti udzoke. Ndingabva ndafirwa nemi mese muri vaviri zuva rimwe chete here?”,"Kendo ka mirimbe oserumo mi wiye owil gi gima nitimone, abiro oro wach mondo iduogi. Ok daher ni yawuota ariyo duto otho e odiechieng’ achiel.”"
"Pashure paizvozvo, Ribheka akanga ava kugara achiti kuna Isaka: “Upenyu hwangu huri kundisemesa nemhaka yevanasikana vaHeti. Kana zvikaitika kuti Jakobho anotora mudzimai akaita sevanasikana vaHeti ava vemunyika ino, ndichararamirei?”","Kendo Rebeka ne siko ka wacho ne Isaka niya: “Nyi Heth miyo ngimana bedo matek ahinya. Ka di po ni Jakobo bende okendo nyi Heth ma timbegi chalo gi mag nyiri modak e alworani, kare ber mondo atho athoya.”"
"Saka Isaka akashevedza Jakobho, akamukomborera, ndokumurayira achiti: “Usatora mudzimai pavanasikana veKenani.","Omiyo, Isaka ne oluongo Jakobo mi oguedhe kendo nonyise niya: “Kik ikend Nya-Kanaan."
"Enda kuPadhani-aramu kuimba yaBhetueri, baba vaamai vako, utore mudzimai ikoko pavanasikana vaRabhani, hanzvadzi yaamai vako.",To dhi Padan-aram e dala Bethuel kwaru mondo ikend achiel kuom nyi Laban neru.
"Mwari Wemasimbaose achakukomborera, oita kuti ubereke, uve nevana vakawanda, uye uchava ungano yemarudzi.",Nyasaye Manyalo Duto biro guedhi kendo obiro miyi nyithindo mang’eny mi inibed wuon ogendni mang’eny.
"Uye achakupa chikomborero chaAbrahamu, iwe nemwana wako, kuti uite kuti nyika yawanga uchigara uri mutorwa ive yako, yakapiwa Abrahamu naMwari.”","Obiro guedhi kendo guedho nyikwayi mana kaka nosingo ne Ibrahim, kendo inikaw piny ma koro isedakie ka wendoni. En e piny ma ne Nyasaye omiyo Ibrahim.”"
"Saka Isaka akaita kuti Jakobho aende, uye Jakobho akasimuka akananga kuPadhani-aramu, kwaRabhani mwanakomana waBhetueri muAramu, hanzvadzi yaRibheka, amai vaJakobho naIsau.",Kamano Isaka ne ooro Jakobo Padan-aram ir Laban wuod Bethuel Ja-Aram. Laban ne en owadgi Rebeka ma en min Jakobo kod Esau.
"Isau akaona kuti Isaka akanga akomborera Jakobho akamuendesa kuPadhani-aramu kuti anotora mudzimai ikoko, uye kuti paakamukomborera akamurayira achiti: “Usatora mudzimai pavanasikana veKenani,”","Esau ne owinjo ni Isaka noseguedho Jakobo mi oore Padan-aram mondo odhi omany dhako kuno. Bende, nowinjo ni ka ne Isaka guedho Jakobo ne okwere ni kik okend Nya-Kanaan."
uye kuti Jakobho akateerera baba vake naamai vake akaenda kuPadhani-aramu.,Kendo nong’eyo ni Jakobo nosedhi Padan-aram mana kaka wuon-gi gi min-gi nosenyise.
"Isau akabva aziva kuti vanasikana veKenani vakanga vasingafadzi Isaka baba vake,",Eka Esau nofwenyo ni kare Isaka wuon-gi ne ok ohero Nyi-Kanaan.
"saka Isau akaenda kuna Ishmaeri akatora Maharati mwanasikana waIshmaeri mwanakomana waAbrahamu, hanzvadzi yaNebhayoti, kuti ave mudzimai wake, kuwedzera pamadzimai aakanga agara ainawo.","Omiyo, Esau ne okendo dhako machielo miluongo ni Mahalath. Mahalath ne en nyar Ishmael ma wuod Ibrahim. Kendo ne en nyamin Nebayoth."
Jakobho akabva kuBheeri-shebha ndokunanga kuHarani.,Jakobo nowuok Beer-sheba mowuotho kochomo Haran.
"Akazosvika pane imwe nzvimbo akagadzirira kuti arare ipapo nekuti zuva rakanga ravira. Saka akatora rimwe dombo ipapo kuti atsamire, akabva arara panzvimbo iyoyo.",Ne ochopo kamoro ma ne onyalo buoroe nikech chieng’ nosepodho. Nonindo kanyo koteno wiye gi kidi moro ma nokwanyo kanyo.
Akarota achiona manera akanga akamiswa panyika achisvika kudenga; uye akaona ngirozi dzaMwari dzichikwira nekudzika nawo.,"To ka nonindo, noleko ni ne nitie ngas moro ma rabora ma a e piny nyaka e polo, kendo malaike mag Nyasaye ne idho ngasno kendo lor piny."
"Uye akatarisa akaona Jehovha akamira pamusoro pawo, achibva ati: “Ndini Jehovha Mwari waAbrahamu baba vako naMwari waIsaka. Ndichapa iwe nemwana wako nyika yaurere pairi.","Bende, noneno Jehova ka nie wi ngasno ka wachone niya: “An e Jehova ma Nyasach Ibrahim kwaru kendo Nyasach Isaka. Abiro miyi piny ma inindoeno, in kaachiel gi nyikwayi."
"Uye vana vako vachawanda seguruva renyika, vachapararira kwese kwese kumabvazuva nekumavirira uye kuchamhembe nekumaodzanyemba, uye mhuri dzese dzepanyika dzichakomborerwa nekwauri uye nekumwana wako.","Anami nyikwayi obed kaka buru manie piny, ginibed mang’eny kendo ginilandre yo nyandwat, gi yo milambo, gi yo wuok chieng’, kod yo podho chieng’. Kokalo kuom kothi ogendni duto mag piny biro yudo gueth."
"Ndinewe, uye ndichakuchengetedza kwese kwaunoenda, uye ndichakudzosa kunyika ino. Handisi kuzokusiya kusvikira ndaita zvandakuvimbisa.”","Anabed kodi, anariti kamoro amora ma ibiro dhiye, kendo anaduoki e pinyni. Ok anaweyi ngang’, kendo anatimni gima asesingoni.”"
"Jakobho akabva apepuka akati: “Chokwadi Jehovha ari munzvimbo ino, asi ndanga ndisina kuzviziva.”","Eka Jakobo ne ochiewo mowacho niya: “Adier, kara Jehova ni kae to ok ang’eyo.”"
"Akatya akabva awedzera kuti: “Nzvimbo ino inoshamisa chaizvo! Iyi inofanira kunge iri imba yaMwari chete, uye iri ndiro gedhi rekudenga.”",Luoro nomake mowacho niya: “Kae ka malich manadeni! Nyaka bed ni kae en od Nyasaye kendo en ranga polo.”
"Saka Jakobho akafumomuka, akatora dombo raakanga akatsamira, akarimisa semucherechedzo, akadira mafuta pamusoro paro.","Jakobo nochiewo gokinyi mang’ich mokawo kidi ma ne otenogo wiyeno mochunge ka siro, kae to oolone mo."
"Akabva atumidza nzvimbo iyoyo kuti Bheteri, asi guta racho raimbonzi Ruzi.",Mi ne ochako kanyo ni Bethel kata obedo ni chon ne iluongo taondno ni Luz.
"Jakobho akabva aita mhiko, achiti: “Kana Mwari akaramba aineni, akandichengetedza parwendo rwangu, uye akandipa zvekudya nezvekupfeka,","Eka Jakobo nokuong’ore kowacho niya: “A Nyasaye, ka inirita kendo telona e wuodhani, kendo ka inimiya chiemo gi lewni,"
"ndodzoka zvakanaka kuimba yababa vangu, Jehovha achange aratidza kuti ndiMwari wangu.","mi aduog maber e dalawa, eka anang’e ni kuom adier Jehova e Nyasacha."
"Uye dombo iri randamisa kuti rive mucherechedzo richava imba yaMwari, uye ndichatoona kuti ndakupai chegumi chezvese zvamunondipa.”","Kendo kidi ma asechungo kaka sironi e ma nobed od Nyasaye. Bende, anamiyi achiel kuom apar mag gik moko duto ma imiya.”"
"Pashure paizvozvo Jakobho akasimudzira nerwendo rwake, ndokuenda kunyika yevanhu vekuMabvazuva.","Bang’ mano, Jakobo nodhi nyime gi wuodhe mochopo e piny jo Ugwe."
"Akabva aona tsime musango uye mapoka matatu emakwai akanga akarara pedyo naro, nekuti patsime iri ndipo paiwanzonwiswa makwai. Tsime racho rakanga rakavharwa nezidombo.","Noneno soko moro e pap ka kwedhe adek mag rombe onindo e dir sokono. Kanyo e ma ne jamni modhoe, kendo ne oum dho sokono gi kidi maduong’."
"Makwai ese paainge aunganidzwa, vaikungurutsa dombo racho vachiribvisa pamuromo wetsime, vonwisa makwai, vozodzorera dombo racho panzvimbo yaro pamuromo wetsime.","Ka ne kwedhe duto osechokore kanyo, jokwath ne ng’ielo kidino mondo jamni omodhi. Bang’ ka gisemodho, jokwath ne duoko kidino e dho sokono."
"Saka Jakobho akati kwavari: “Hama dzangu, munobva kupi?” ivo vakati: “Tinobva kuHarani.”","Jakobo ne openjogi niya: “Owetena, ua kanye?” Ne gidwoke niya: “Wa a Haran.”"
Akati kwavari: “Munoziva Rabhani muzukuru waNahori here?” ivo vakati: “Tinomuziva.”,"Eka nopenjogi niya: “Be ung’eyo Laban ma nyakwar Nahor?” Ne gidwoke ni, “Wang’eye.”"
Akabva ati kwavari: “Akadii zvake?” Ivo vakapindura kuti: “Mupenyu. Mwanasikana wake Rakeri ndiye uyo ari kuuya nemakwai!”,"Jakobo nopenjogi niya: “Odhi nade?” Ne gidwoke niya: “Ongima, kendo echa Rahel ma nyare biro gi rombe.”"
"Akabva ati: “Achiri masikati. Haisi nguva yekuunganidza zvipfuwo. Ipai makwai mvura, muende kunoafudza.”","To Jakobo nowachonegi niya: “Piny pod chon, kendo sa ma iduokoe jamni podi. Migiuru pi kae to utergi kwath.”"
"Ivo vakati: “Hatibvumirwi kudaro kusvikira makwai ese aungana, uye kusvikira vakungurutsa dombo vachiribvisa pamuromo wetsime. Ndipo patinozopa makwai mvura.”","To ne gidwoke ni, “Ok oyienwa timo kamano. Nyaka warit mondo kueth duto ochokre, eka wang’iel kidi man e dho soko mondo jamni omodhi.”"
"Achiri kutaura navo, Rakeri akasvika nemakwai ababa vake, nekuti aiva mufudzi.","To ka ne pod Jakobo wuoyo kodgi, Rahel nochopo gi jamb wuon-gi nimar en e ma nokwayogi."
"Jakobho paakaona Rakeri mwanasikana waRabhani hanzvadzi yaamai vake, nemakwai aRabhani, akabva aenda patsime akakungurutsa dombo raivapo akanwisa makwai aRabhani hanzvadzi yaamai vake.","Ka Jakobo noneno Rahel ka nigi jamb Laban ner mare, nodhi mapiyo mong’ielo kidi manie dho soko mi omiyo jamb Laban pi."
"Jakobho akabva atsvoda Rakeri, akachema kwazvo, misodzi ikayerera.",Eka Jakobo nonyodho Rahel kae to oyuak matek.
"Jakobho akatanga kuudza Rakeri kuti aiva hama yababa vake uye kuti aiva mwanakomana waRibheka. Rakeri akabva amhanya, akanoudza baba vake.",Jakobo nonyiso Rahel niya: “An wuod Rebeka nyamin wuonu.” Eka Rahel noringo monyiso wuon-gi wachno.
"Rabhani paakangonzwa nezvaJakobho mwanakomana wehanzvadzi yake, akamhanya kunomuchingura. Akabva amumbundira, akamutsvoda, akapinda naye mumba. Iye akatanga kurondedzera kuna Rabhani zvese zvakanga zvaitika.","Ka ne Laban owinjo ni Jakobo wuod nyamin-gi obiro, nodhi piyo mondo oromne. Ne okwake monyodhe kae to okele e dalane. Eka Jakobo nonyiso Laban gik moko duto ma ne otimore."
Rabhani akati kwaari: “Chokwadi uri pfupa rangu nenyama yangu.” Saka akagara naye mwedzi wese.,"Laban nowachone kama: “Adier, in rembwa.” Omiyo, ne odak kode kuom dwe mangima."
"Rabhani akazoti kuna Jakobho: “Ndingabva ndakushandisa pasina chandinokupa here, ndichiti zvauri hama yangu? Ndiudze kuti unoda kubhadharwa sei?”","Laban nowacho ne Jakobo niya: “Ok owinjore itina nono mana nikech in watna. Omiyo, nyisa gima onego achuli.”"
"Rabhani aiva nevanasikana vaviri. Mukuru wacho ainzi Reya, uye mudiki wacho ainzi Rakeri.","Laban ne nigi nyiri ariyo, nyako maduong’ ne iluongo ni Lea, to matin ne iluongo ni Rahel."
"Reya aiva nemaziso asingayevedzi, asi Rakeri aiva mukadzi anoyevedza uye akanaka kwazvo.","Wenge Lea ne ok lomb wang’, to Rahel ne en nyako ma jaber kendo ma jachia."
"Jakobho akanga atorwa mwoyo naRakeri, saka akati: “Ndinoda kukushandirai makore manomwe mondipa Rakeri mwanasikana wenyu mudiki.”","Jakobo nohero Rahel, kuom mano nowacho ne Laban niya: “Abiro tiyoni kuom higni abiriyo mondo imiya nyari ma Rahel.”"
Rabhani akati: “Zviri nani kuti ndimupe iwe pane kuti ndimupe mumwe murume. Ramba uchigara neni.”,"To Laban nodwoke kama: “Ber ka in e ma amiyigo moloyo chiwe ne ng’at machielo, omiyo dag adaga koda.”"
"Saka Jakobho akashanda makore manomwe kuti apiwe Rakeri, asi akaaona semazuva mashomanana nekuti aimuda.",Jakobo ne otiyo ne Laban kuom higni abiriyo mondo okend Rahel. To hignigo ne chalne mana ndalo matin nikech nohero Rahel ahinya.
"Jakobho akabva ati kuna Rabhani: “Chindipai mudzimai wangu nekuti mazuva angu akwana, ndava kuda kurara naye.”","Eka Jakobo nowacho ne Laban niya: “Asetieko ndalo ma ne iketona mondo atini, omiyo koro miya nyari obed chiega.”"
Rabhani akabva aunganidza varume vese vemunzvimbo yacho akaita mabiko.,"Kamano Laban noloso nyasi, ma ogwelo ji duto e alworano."
"Asi manheru acho, akatora Reya mwanasikana wake, akauya naye kuna Jakobho kuti arare naye.","To gotieno, Laban nokawo nyare ma Lea mi otere ne Jakobo mondo okende."
"Uyezve, Rabhani akatora Ziripa murandakadzi wake akamupa kuna Reya mwanasikana wake kuti ave muranda wake.","Bende, Laban nokawo Zilpa jatichne ma nyako ma omiyo Lea mondo obed jatichne."
Mangwanani acho Jakobho akaona kuti aiva Reya! Saka akati kuna Rabhani: “Chiiko ichi chamandiitira? Handiti ndakakushandirai kuti mundipe Rakeri? Mandinyengedzerei?”,"Kinyne gokinyi, Jakobo nofwenyo ni kara Laban ne omiye Lea to ok Rahel. Omiyo, nopenjo Laban niya: “Ang’o momiyo isetimona kama? Donge ne wawinjore ni atiyoni mondo imiya Rahel, to koro ang’o momiyo iwuonda?”"
Rabhani akamupindura kuti: “Handidzo tsika dzekuno. Hatiroodzi mwana musikana mudiki mukuru asati aroorwa.,"To Laban nodwoke niya: “Ok watimga kamano thurwa kae, ok nyal kend nyako matin ka pok okend maduong’."
Fara nemukadzi uyu kwevhiki rese. Pashure pacho uchazopiwawo mumwe mukadzi uyu wondishandirazve mamwe makore manomwe.”,"Koro rit nyaka itiek juma achiel gi Lea. Bang’ mano, abiro miyi Rahel ka iyie tiyona kuom higni abiriyo mamoko.”"
"Jakobho akaita saizvozvo akafara pavhiki remukadzi uyu, achibva azomupa Rakeri mwanasikana wake kuti ave mudzimai wake.","Jakobo ne oyie gi wachno mi otieko juma achiel gi Lea. Bang’ mano, Laban ne omiye Rahel mondo obed chiege."
"Uyezve, Rabhani akatora Bhiriha murandakadzi wake akamupa kuna Rakeri mwanasikana wake kuti ave muranda wake.",Kendo Laban nokawo Bilha jatichne ma nyako mi omiye Rahel mondo obed jatichne.
"Jakobho akabva ararawo naRakeri, uye akada Rakeri kupfuura Reya, akashandira Rabhani mamwe makore manomwe.","Kamano, Jakobo nokendo Rahel, to nohero Rahel moloyo Lea. Bang’ mano, notiyo ne Laban kuom higni abiriyo mamoko."
"Jehovha paakaona kuti Reya akanga asingadiwi, akabva aita kuti akwanise kubata pamuviri, asi Rakeri aishaya mbereko.","Ka Jehova noneno ni Jakobo ne ok ohero Lea, noguedho Lea mi omako ich, to Rahel ne ok nyal nyuol."
"Saka Reya akava nepamuviri akabereka mwanakomana akamutumidza kuti Rubheni, achiti: “Nekuti Jehovha aona kutambudzika kwangu, pakuti iye zvino murume wangu achatanga kundida.”","Omiyo, Lea nomako ich mi onyuolo nyathi ma wuoyi. Ne oluongo wuodeno ni Reuben, kendo nowacho niya: “Jehova oseneno chandruokna, omiyo koro chwora biro hera.”"
"Akavazve nepamuviri akabereka mwanakomana, akabva ati: “Nekuti Jehovha ateerera, pakuti ndakanga ndisingadiwi, saka andipa mumwezve uyu.” Akabva amutumidza kuti Simiyoni.","Lea nomako ich kendo mi onyuolo wuoyi, mowacho niya: “Jehova osemiya wuoyi machielo nimar osewinjo kaka chwora ok ohera.” Omiyo, nochako wuoyino ni Simeon."
"Uye akavazve nepamuviri akabereka mwanakomana, akabva ati: “Iye zvino murume wangu achava pedyo neni, nekuti ndamuberekera vanakomana vatatu.” Saka akatumidzwa kuti Revhi.","Lea nochako omako ich kendo mi onyuolo wuoyi mar adek. Nowacho niya: “Koro chwora biro padore kuoma, nimar asenyuolone yawuoyi adek.” Ne ochake ni Lawi."
"Akavazve nepamwe pamuviri akabereka mwanakomana, akabva ati: “Iye zvino ndicharumbidza Jehovha.” Saka akamutumidza kuti Judha. Pashure paizvozvo akaguma kubereka.","Bang’e, nochako omako ich mi onyuolo wuoyi machielo. Kendo nowacho ni: “Koro abiro pako Jehova.” Omiyo, ne ochake ni Juda. Bang’ mano noweyo nyuol."
"Rakeri paakaona kuti akanga asina kuberekera Jakobho vana, akaitira mukoma wake shanje, uye akatanga kuti kuna Jakobho: “Ndipe vana, kana zvikasadaro ndichafa.”","Ka ne Rahel oneno ni pok onyuolo ne Jakobo nyithindo, nyiego nomake gi nyamin-gi mowacho ne Jakobo niya: “Miya nyithindo, nono to abiro tho!”"
"Jakobho akabva atsamwira Rakeri kwazvo akati: “Ndini Mwari here, ari kukutadzisa kuva nevana?”",To mirima nomako Jakobo mowacho ne Rahel kama: “Iparo ni an Nyasaye ma osetami nyuolo nyithindo?”
"Saka Rakeri akati: “Tora murandasikana wangu Bhiriha uyu, urare naye, kuti andiberekere vana, ndivewo nevana nekwaari.”","Rahel nowachone niya: “Eri Bilha jatichna ma nyako, kawe onyuolna nyithindo, mondo an bende abedie gi nyithindo.”"
"Akabva amupa Bhiriha muranda wake kuti ave mudzimai wake, uye Jakobho akarara naye.","Kamano, Rahel nochiwo Bilha jatichne ma nyako mondo obed chiege, mi Jakobo onindo kode."
"Bhiriha akava nepamuviri, akazoberekera Jakobho mwanakomana.","Bilha nomako ich, mi onyuolo ne Jakobo wuoyi."
"Rakeri akabva ati: “Mwari ava mutongi wangu uye ateererawo inzwi rangu, zvekuti andipa mwanakomana.” Ndokusaka akamutumidza kuti Dhani.","Eka Rahel ne owacho niya: “Nyasaye oseng’adona bura maber, nimar osewinjo dwonda mi omiya nyathi ma wuoyi.” Omiyo, ne ochako nyathino ni Dan."
"Bhiriha, muranda waRakeri, akavazve nepamuviri, akazoberekera Jakobho mwanakomana wechipiri.","Bilha ne omako ich kendo, mi onyuolo ne Jakobo wuoyi machielo."
Rakeri akabva ati: “Ndaita mutsimba kwazvo nemukoma wangu. Neniwo ndakunda!” Saka akamutumidza kuti Naftari.,"Rahel ne owacho niya: “Asepiem matek gi nyamera, kendo aselocho!” Omiyo, ne ochako wuoyino ni Naftali."
"Reya paakaona kuti akanga aguma kubereka, akatora Ziripa muranda wake akamupa Jakobho kuti ave mudzimai wake.","Ka ne Lea oneno ni oseweyo nyuol, ne okawo Zilpa jatichne ma nyako mi omiyo Jakobo mondo obed chiege."
"Uye Ziripa, muranda waReya, akaberekera Jakobho mwanakomana.",Zilpa bende ne onyuolo ne Jakobo wuoyi.
Reya akabva ati: “Makorokoto!” Saka akamutumidza kuti Gadhi.,"Eka Lea nowacho ni, “Weche osedhina maber!” Mi nochako nyathino ni Gad."
"Ziripa, muranda waReya, akaberekerazve Jakobho mwanakomana wechipiri.","Bang’ mano, Zilpa ne onyuolo ne Jakobo wuoyi machielo."
Reya akabva ati: “Ndafara! Nekuti vanasikana vachanditi ndinofara.” Saka akamutumidza kuti Asheri.,"Eka Lea ne owacho niya: “Mano doko mor manade! Koro nyiri biro luonga ni ng’at mamor.” Omiyo, nochake ni Asher."
"Mumwe musi Rubheni aifamba hake musango, mazuva ekukohwa gorosi, ndokubva awana mamandireki. Saka akauya nawo kuna amai vake Reya. Rakeri akabva ati kuna Reya: “Ndinokumbirawo mamandireki emwanakomana wako.”","E ndalo ma ne ikayo ngano, Reuben ne odhi e puodho moyudo olembe miluongo ni mandrek mokelogi ne min-gi. Eka Rahel ne onyiso Lea niya: “Miyae moko kuom olembe ma wuodi okeloni.”"
"Akabva ati kwaari: “Ko kutora kwawakaita murume wangu uri kukuona senyaya diki? Wava kuda kutotorawo zvese nemamandireki emwanakomana wangu?” Saka Rakeri akati: “Kana zvakadaro, chindipa mamandireki emwanakomana wako, worara hako nemurume wacho nhasi.”","To Lea ne openje ni, “Iparo ni kawo chwora en gima tin koso? Koro, idwaro kawo nyaka olemb mandrek mag wuoda bende?” Rahel ne odwoke niya: “Ka imiya mandrekgo, to Jakobo biro nindo kodi otieno ma kawuono.”"
